代码,名称,综合评分,涨停次数(近20日),连板天数,首次涨停距今(天),流通市值(亿),最新价,MA5,MA10,MA20,换手率,量比(近5日),当前涨跌幅,3日涨跌幅,20日涨跌幅,技术评分,板块,所属行业,板块热度加分
600403,大有能源,76.7,1,1,9,122.41,5.58,5.55,5.38,5.24,5.49,1.67,+4.30%,-6.06%,-10.43%,50,上交所,煤炭开采,0
603496,恒为科技,72.3,1,1,13,78.58,26.67,25.79,24.93,24.43,9.11,1.23,+1.56%,+4.67%,+2.54%,50,上交所,计算机设,0
605196,华通线缆,60.3,1,1,9,127.55,30.3,29.32,27.05,26.23,6.34,1.03,+2.30%,+0.56%,+1.24%,40,上交所,电网设备,0
